12:38:10.411 [main] INFO  Main - Starting application...
12:38:13.649 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [name, id, value]
12:38:13.649 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
12:38:13.649 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [uk_9o64ripk4tkpj6osqw3d3mpcf, options_pkey]
12:38:13.676 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: public.order_items
12:38:13.676 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [total_price, price, product_id, count, id, order_id]
12:38:13.677 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_9gap2fmw66v092ntb58rtohwh, fk_3fea23hxar30bx7m7h8ed25n9]
12:38:13.677 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [order_items_pkey]
12:38:13.704 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: public.orders
12:38:13.704 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [code, created, totalprice, id, status]
12:38:13.704 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
12:38:13.705 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [orders_pkey]
12:38:13.738 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: public.product_categories
12:38:13.739 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [category_id, product_id]
12:38:13.739 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_hc74hlx9wb51pq4wepgeknmu0, fk_lguc79qdx3s3fa3kbwdl0tudq]
12:38:13.739 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [product_categories_pkey]
12:38:13.771 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000261: Table found: public.products
12:38:13.772 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [penale, total_sale_price, code, contract_id, description, is_lower_price, total_lower_price, type, renewedfromproduct, price, total_storage_fee, originalcount, id, withdrawal_fee, total_price, created, count, renewedproduct, datesold, sale_price, storage_fee, lower_price, name, parts, repeated_sale, status]
12:38:13.772 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_fqenvf73frxiaj8pwkaxg7mb, fk_kvehrpgcuqekuis50s0r3lu93, fk_swe3738t7o59tf6im253ejbgr]
12:38:13.772 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [products_pkey]
12:38:13.776 [JavaFX Application Thread] INFO  java.sql.DatabaseMetaData - HHH000262: Table not found: "hibernate_sequence"
12:38:13.780 [JavaFX Application Thread] INFO  java.sql.DatabaseMetaData - HHH000262: Table not found: "hibernate_sequences"
12:38:13.783 [JavaFX Application Thread] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000388: Unsuccessful: create sequence "hibernate_sequence"
12:38:13.784 [JavaFX Application Thread] ERROR o.h.tool.hbm2ddl.SchemaUpdate - ERROR: relation "hibernate_sequence" already exists
12:38:13.784 [JavaFX Application Thread] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000388: Unsuccessful: create table "hibernate_sequences" ( "sequence_name" varchar(255),  "sequence_next_hi_value" int4 )
12:38:13.784 [JavaFX Application Thread] ERROR o.h.tool.hbm2ddl.SchemaUpdate - ERROR: relation "hibernate_sequences" already exists
12:38:13.785 [JavaFX Application Thread] INFO  o.h.tool.hbm2ddl.SchemaUpdate - HHH000232: Schema update complete
